CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WD02-002,花代・参,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-002.jpg,ルリグ,花代,赤,3,《赤》×２,-,8,-,-,-,-,0,-,-,0,-,-
WD02-003,花代・爾,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-003.jpg,ルリグ,花代,赤,2,《赤》×１,-,5,-,-,-,-,0,-,-,0,-,-
WD02-004,花代・壱,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-004.jpg,ルリグ,花代,赤,1,《赤》×０,-,2,-,-,-,-,0,-,-,0,-,-
WD02-005,花代・零,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-005.jpg,ルリグ,花代,赤,0,《赤》×０,-,0,-,-,-,-,0,-,-,0,-,-
WD02-006,飛火夏虫,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-006.jpg,アーツ,-,赤,-,-,《赤》×３,-,-,-,-,メインフェイズ,0,-,-,0,対戦相手のパワー15000以下のシグニ１体を対象とし、それをバニッシュする。,-
WD02-007,背炎之陣,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-007.jpg,アーツ,-,赤,-,-,《赤》×２,-,-,花代限定,-,メインフェイズ,0,-,-,0,手札を３枚捨てる。そうした場合、すべてのシグニをバニッシュする。（あなたのシグニも含まれる）,-
WD02-008,焼石炎,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-008.jpg,アーツ,-,赤,-,-,《赤》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,対戦相手のパワー7000以下のシグニ１体を対象とし、それをバニッシュする。,-
WD02-009,羅石　ヴォルカノ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-009.jpg,シグニ,精羅：鉱石,赤,4,-,-,-,12000,花代限定,-,-,0,-,-,1,【出】《赤》《赤》《赤》：対戦相手のパワー15000以下のシグニ１体を対象とし、それをバニッシュする。,：対戦相手のパワー7000以下のシグニ１体を対象とし、それをバニッシュする。
WD02-010,羅石　シルバン,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-010.jpg,シグニ,精羅：鉱石,赤,3,-,-,-,10000,-,-,-,0,-,-,0,-,-
WD02-011,羅石　ガーネット,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-011.jpg,シグニ,精羅：宝石,赤,3,-,-,-,7000,花代限定,-,-,0,-,-,1,【出】：ターン終了時まで、このシグニの基本パワーは15000になる。,：カードを１枚引く。
WD02-012,羅石　ブロンダ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-012.jpg,シグニ,精羅：鉱石,赤,2,-,-,-,7000,-,-,-,0,-,-,0,-,-
WD02-013,羅石　アイロン,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-013.jpg,シグニ,精羅：鉱石,赤,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WD02-014,羅石　アメジスト,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-014.jpg,シグニ,精羅：宝石,赤,1,-,-,-,1000,花代限定,-,-,0,-,-,0,【出】：対戦相手のパワー1000以下のシグニ１体を対象とし、それをバニッシュしてもよい。,-
WD02-015,轟音の火柱,https://www.takaratomy.co.jp/products/wixoss/img/card/WD02/WD02-015.jpg,スペル,-,赤,-,-,《赤》×１,-,-,-,-,-,0,-,-,0,対戦相手のパワー5000以下のシグニ１体を対象とし、それをバニッシュする。,-
WD03-001,コード・ピルルク・Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-001.jpg,ルリグ,ピルルク,青,4,《青》×３,-,11,-,-,-,-,0,-,-,0,【常】：あなたの場に《コードアート　Ｒ・Ｍ・Ｎ》があり、対戦相手の手札が１枚以下であるかぎり、あなたのシグニのパワーを＋2000する。,-
WD03-002,コード・ピルルク・Ｇ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-002.jpg,ルリグ,ピルルク,青,3,《青》×２,-,8,-,-,-,-,0,-,-,0,-,-
WD03-003,コード・ピルルク・Ｍ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-003.jpg,ルリグ,ピルルク,青,2,《青》×１,-,5,-,-,-,-,0,-,-,0,-,-
WD03-004,コード・ピルルク・Ｋ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-004.jpg,ルリグ,ピルルク,青,1,《青》×０,-,2,-,-,-,-,0,-,-,0,-,-
WD03-005,コード・ピルルク,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-005.jpg,ルリグ,ピルルク,青,0,《青》×０,-,0,-,-,-,-,0,-,-,0,-,-
WD03-006,ピーピング・アナライズ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-006.jpg,アーツ,-,青,-,-,《青》×３,-,-,ピルルク限定,-,メインフェイズ,0,-,-,0,数字１つを宣言する。その後、対戦相手の手札を見て、宣言した数字と同じレベルのシグニをすべて捨てさせる。,-
WD03-007,ドント・ムーブ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-007.jpg,アーツ,-,青,-,-,《青》×３,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のシグニを２体まで対象とし、それらをダウンする。,-
WD03-008,ドロー・ツー,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-008.jpg,アーツ,-,青,-,-,《青》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,カードを２枚引く。,-
WD03-009,コードアート　Ｒ・Ｍ・Ｎ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-009.jpg,シグニ,精械：電機,青,4,-,-,-,12000,ピルルク限定,-,-,0,-,-,1,【出】《青》：対戦相手の手札を１枚見ないで選び、捨てさせる。,：対戦相手は手札を１枚捨てる。
WD03-010,コードアート　Ｄ・Ｒ・Ｓ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-010.jpg,シグニ,精械：電機,青,3,-,-,-,10000,-,-,-,0,-,-,0,-,-
WD03-011,コードアート　Ｓ・Ｍ・Ｐ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-011.jpg,シグニ,精械：電機,青,3,-,-,-,7000,ピルルク限定,-,-,0,-,-,1,【出】：対戦相手の手札を見てレベル１のカード１枚を選び、捨てさせる。,：カードを１枚引く。
WD03-012,コードアート　Ｊ・Ｖ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-012.jpg,シグニ,精械：電機,青,2,-,-,-,7000,-,-,-,0,-,-,0,-,-
WD03-013,コードアート　Ｓ・Ｃ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-013.jpg,シグニ,精械：電機,青,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WD03-014,コードアート　Ｒ・Ｆ・Ｒ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-014.jpg,シグニ,精械：電機,青,1,-,-,-,1000,ピルルク限定,-,-,0,-,-,0,【出】：カードを１枚引き、手札を１枚捨てる。,-
WD03-015,ＴＯＯ　ＢＡＤ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD03/WD03-015.jpg,スペル,-,青,-,-,《青》×１,-,-,-,-,-,0,-,-,0,対戦相手の手札を１枚見ないで選び、捨てさせる。,-
WD04-001,四ノ娘　緑姫,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-001.jpg,ルリグ,緑子,緑,4,《緑》×３,-,11,-,-,-,-,0,-,-,0,【常】：あなたの場に《幻獣　セイリュ》があり、あなたのエナゾーンにカードが７枚以上あるかぎり、あなたのシグニのパワーを＋2000する。,-
WD04-002,三ノ娘　緑姫,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-002.jpg,ルリグ,緑子,緑,3,《緑》×２,-,8,-,-,-,-,0,-,-,0,-,-
WD04-003,二ノ娘　緑姫,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-003.jpg,ルリグ,緑子,緑,2,《緑》×１,-,5,-,-,-,-,0,-,-,0,-,-
WD04-004,一ノ娘　緑姫,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-004.jpg,ルリグ,緑子,緑,1,《緑》×０,-,2,-,-,-,-,0,-,-,0,-,-
WD04-005,闘娘　緑姫,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-005.jpg,ルリグ,緑子,緑,0,《緑》×０,-,0,-,-,-,-,0,-,-,0,-,-
WD04-006,意気揚々,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-006.jpg,アーツ,-,緑,-,-,《緑》×１,-,-,緑子限定,-,メインフェイズ,0,-,-,0,ターン終了時まで、あなたのすべてのシグニのパワーを＋5000する。,-
WD04-007,再三再四,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-007.jpg,アーツ,-,緑,-,-,《緑》×１,-,-,-,-,メインフェイズ,0,-,-,0,あなたのエナゾーンからカードを２枚まで対象とし、それらを手札に加える。,-
WD04-008,付和雷同,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-008.jpg,アーツ,-,緑,-,-,《緑》×３,-,-,-,-,メインフェイズアタックフェイズ,0,-,-,0,対戦相手のパワー12000以上のシグニ１体を対象とし、それをバニッシュする。,-
WD04-009,幻獣　セイリュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-009.jpg,シグニ,精生：地獣,緑,4,-,-,-,12000,緑子限定,-,-,0,-,-,1,【常】：あなたの場にあるシグニ３体のパワーがそれぞれ15000以上であるかぎり、このシグニは【ランサー】と「【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、それをバニッシュする。」を得る。,：対戦相手のパワー10000以上のシグニ１体を対象とし、それをバニッシュする。
WD04-010,幻獣　ミスザク,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-010.jpg,シグニ,精生：地獣,緑,3,-,-,-,8000,緑子限定,-,-,0,-,-,1,【常】：このシグニのパワーが10000以上であるかぎり、このシグニは【ランサー】を得る。（【ランサー】を持つシグニがバトルでシグニをバニッシュしたとき、対戦相手のライフクロスを１枚クラッシュする）,：対戦相手のパワー12000以上のシグニ１体を対象とし、それをバニッシュする。
WD04-011,幻獣　ビグタット,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-011.jpg,シグニ,精生：地獣,緑,3,-,-,-,8000,緑子限定,-,-,0,-,-,1,【出】：ターン終了時まで、あなたのすべてのシグニのパワーを＋2000する。,：【エナチャージ１】
WD04-012,幻獣　コアラン,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-012.jpg,シグニ,精生：地獣,緑,2,-,-,-,5000,緑子限定,-,-,0,-,-,1,【出】：あなたのシグニ１体を対象とし、ターン終了時まで、それのパワーを＋3000する。,：カードを１枚引く。
WD04-013,幻獣　コゲンブ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-013.jpg,シグニ,精生：地獣,緑,2,-,-,-,3000,緑子限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、このシグニのパワーが5000以上である場合、あなたのデッキの一番上のカードをエナゾーンに置く。,-
WD04-014,幻獣　パンダン,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-014.jpg,シグニ,精生：地獣,緑,1,-,-,-,2000,緑子限定,-,-,0,-,-,1,【出】：あなたのシグニ１体を対象とし、ターン終了時まで、それのパワーを＋2000する。,：カードを１枚引く。
WD04-015,幻獣　ヒャッコ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-015.jpg,シグニ,精生：地獣,緑,1,-,-,-,1000,緑子限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、このシグニのパワーが3000以上である場合、あなたのデッキの一番上のカードをエナゾーンに置く。,-
WD04-016,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-016.jpg,シグニ,精元,無,4,-,-,-,10000,-,-,-,1,-,-,0,【ガード】（このカードを手札から捨てることで、ルリグのアタックによるダメージを一度防ぐ）【常】：【マルチエナ】（エナコストを支払う際、このカードは好きな色１つとして支払える）,-
WD04-017,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-017.jpg,シグニ,精元,無,1,-,-,-,1000,-,-,-,1,-,-,0,【ガード】（このカードを手札から捨てることで、ルリグのアタックによるダメージを一度防ぐ）【常】：【マルチエナ】（エナコストを支払う際、このカードは好きな色１つとして支払える）,-
WD04-018,堕絡,https://www.takaratomy.co.jp/products/wixoss/img/card/WD04/WD04-018.jpg,スペル,-,緑,-,-,《緑》×１,-,-,-,-,-,0,-,-,0,対象のあなたのアップ状態のシグニ１体をダウンする。そうした場合、そのシグニのパワー以下の対象の対戦相手のシグニ１体をバニッシュする。,-
WD05-001,獄卒の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-001.jpg,ルリグ,ウリス,黒,4,《黒》×３,-,11,-,-,-,-,0,-,-,0,【常】：あなたの場に《堕落の砲女　メツム》があり、あなたのトラッシュにカードが２０枚以上あるかぎり、あなたのシグニのパワーを＋2000する。,-
WD05-002,阿鼻の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-002.jpg,ルリグ,ウリス,黒,3,《黒》×２,-,8,-,-,-,-,0,-,-,0,-,-
WD05-003,衆合の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-003.jpg,ルリグ,ウリス,黒,2,《黒》×１,-,5,-,-,-,-,0,-,-,0,-,-
WD05-004,灼熱の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-004.jpg,ルリグ,ウリス,黒,1,《黒》×０,-,2,-,-,-,-,0,-,-,0,-,-
WD05-005,閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-005.jpg,ルリグ,ウリス,黒,0,《黒》×０,-,0,-,-,-,-,0,-,-,0,-,-
WD05-006,モーメント・パニッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-006.jpg,アーツ,-,黒,-,-,《黒》×２,-,-,-,-,メインフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－7000する。（パワーが０以下のシグニはルールによってバニッシュされる）,-
WD05-007,エターナル・パニッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-007.jpg,アーツ,-,黒,-,-,《黒》×３,-,-,-,-,メインフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－15000する。（パワーが０以下のシグニはルールによってバニッシュされる）,-
WD05-008,グレイブ・アウト,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-008.jpg,アーツ,-,黒,-,-,《黒》×５,-,-,ウリス限定,-,メインフェイズ,0,-,-,0,あなたのトラッシュからシグニを３枚まで対象とし、それらを手札に加える。,-
WD05-009,堕落の砲女　メツム,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-009.jpg,シグニ,精像：悪魔,黒,4,-,-,-,12000,ウリス限定,-,-,0,-,-,1,【出】：各プレイヤーは自分のデッキの上からカードを７枚トラッシュに置く。,：あなたのトラッシュからカード１枚を対象とし、それを手札に加える。
WD05-010,廃悪の象徴　ベルゼ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-010.jpg,シグニ,精像：悪魔,黒,3,-,-,-,10000,-,-,-,0,-,-,0,-,-
WD05-011,堕落の砲女　キャリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-011.jpg,シグニ,精像：悪魔,黒,3,-,-,-,7000,ウリス限定,-,-,0,-,-,1,【常】：あなたのトラッシュにカードが１０枚以上あるかぎり、このシグニのパワーは＋5000される。,：カードを１枚引く。
WD05-012,背徳の象徴　コスモ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-012.jpg,シグニ,精像：悪魔,黒,2,-,-,-,7000,-,-,-,0,-,-,0,-,-
WD05-013,小悪の象徴　コオニ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-013.jpg,シグニ,精像：悪魔,黒,1,-,-,-,3000,-,-,-,0,-,-,0,-,-
WD05-014,堕落の砲女　サキュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-014.jpg,シグニ,精像：悪魔,黒,1,-,-,-,1000,ウリス限定,-,-,0,-,-,0,【出】：あなたのデッキの上からカードを３枚トラッシュに置く。,-
WD05-017,ホール・ダーク,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-017.jpg,スペル,-,黒,-,-,《黒》×１,-,-,-,-,-,0,-,-,0,対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－4000する。（パワーが０以下のシグニはルールによってバニッシュされる）,-
WD05-018,想起する祝福,https://www.takaratomy.co.jp/products/wixoss/img/card/WD05/WD05-018.jpg,スペル,-,無,-,-,《無》×２,-,-,-,-,-,0,-,-,1,あなたのトラッシュからシグニ１枚を対象とし、それを手札に加える。,：あなたのトラッシュからシグニ１枚を対象とし、それを手札に加える。
WX01-001,太陽の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-001.jpg,ルリグ,タマ,白,4,《白》×３,-,11,-,-,-,-,0,-,-,0,【起】《白》手札から白のシグニを１枚捨てる：対戦相手のシグニ１体を対象とし、それを手札に戻す。,-
WX01-002,暁の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-002.jpg,ルリグ,タマ,白,4,《白》×２《赤》×２,-,10,-,-,-,-,0,-,-,0,【常】：あなたの場に白と赤のシグニがあるかぎり、あなたのシグニのパワーを＋3000する。【出】：対戦相手のパワー10000以下のシグニ１体を対象とし、それをトラッシュに置く。【起】《白》《白》《赤》《ダウン》：対戦相手のシグニ１体を対象とし、それをトラッシュに置く。,-
WX01-003,百火繚乱　花代・肆,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-003.jpg,ルリグ,花代,赤,4,《赤》×３,-,11,-,-,-,-,0,-,-,0,【起】《赤》手札から赤のシグニを１枚捨てる：対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。,-
WX01-004,轟炎　花代・爾改,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-004.jpg,ルリグ,花代,赤,2,《赤》×２,-,6,-,-,-,-,0,-,-,0,【常】：あなたのグロウフェイズをスキップする。【常】：あなたのターンの間、あなたのシグニのパワーを＋5000する。【起】《赤》《赤》《赤》：このターン、対戦相手はレベル２以下のシグニで【ガード】ができない。,-
WX01-005,コード　ピルルク・Ω,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-005.jpg,ルリグ,ピルルク,青,4,《青》×３,-,11,-,-,-,-,0,-,-,0,【起】手札から青のシグニを１枚捨てる：対戦相手の手札を１枚見ないで選び、捨てさせる。,-
WX01-006,四式戦帝女　緑姫　,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-006.jpg,ルリグ,緑子,緑,4,《緑》×３,-,11,-,-,-,-,0,-,-,0,【起】手札から緑のシグニを１枚捨てる：あなたのシグニ１体を対象とし、ターン終了時まで、それのパワーを＋10000する。,-
WX01-007,月蝕の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-007.jpg,ルリグ,タマ,白,3,《白》×２,-,7,-,-,-,-,0,-,-,0,【出】《白》：あなたのデッキからレベル２以下のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。,-
WX01-008,流星の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-008.jpg,ルリグ,タマ,白,2,《白》×１,-,4,-,-,-,-,0,-,-,0,【常】：あなたの白のシグニのパワーを＋1000する。,-
WX01-009,新星の巫女　タマヨリヒメ　,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-009.jpg,ルリグ,タマ,白,1,《白》×０,-,1,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：カードを１枚引く。,-
WX01-010,ゼノゲート,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-010.jpg,アーツ,-,白,-,-,《白》×１,-,-,-,-,メインフェイズ,0,-,-,0,あなたのデッキから白のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。,-
WX01-011,熾炎舞　花代・参,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-011.jpg,ルリグ,花代,赤,3,《赤》×２,-,7,-,-,-,-,0,-,-,0,【出】《赤》：対戦相手のパワー7000以下のシグニ１体を対象とし、それをバニッシュする。,-
WX01-012,剛炎　花代・爾,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-012.jpg,ルリグ,花代,赤,2,《赤》×１,-,4,-,-,-,-,0,-,-,0,【常】：あなたの赤のシグニのパワーを＋1000する。,-
WX01-013,焔　花代・壱,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-013.jpg,ルリグ,花代,赤,1,《赤》×０,-,1,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：カードを１枚引く。,-
WX01-014,烈覇一絡,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-014.jpg,アーツ,-,赤,-,-,《赤》×３,-,-,-,-,メインフェイズアタックフェイズ,0,-,-,0,対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。,-
WX01-015,コード　ピルルク・Γ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-015.jpg,ルリグ,ピルルク,青,3,《青》×２,-,7,-,-,-,-,0,-,-,0,【出】《青》：対戦相手は手札を１枚捨てる。,-
WX01-016,コード　ピルルク・Β,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-016.jpg,ルリグ,ピルルク,青,2,《青》×１,-,4,-,-,-,-,0,-,-,0,【常】：あなたの青のシグニのパワーを＋1000する。,-
WX01-017,コード　ピルルク・Α,https://www.takaratomy.co.jp/products/wixoss/img/card/WX01/WX01-017.jpg,ルリグ,ピルルク,青,1,《青》×０,-,1,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：カードを１枚引く。,-
