CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WXDi-P16-TK01,インビンシブル・ストーリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P16-TK01.jpg,ピース/クラフト,-,赤白青,-,-,《無》×３,-,-,-,-,メインフェイズ,0,-,-,0,このピースはあなたの場にルリグが３体いなくても使用できる。以下の３つから２つまで選ぶ。同じ選択肢を２回選んでもよい。①《白》を支払ってもよい。そうした場合、【ルリグバリア】１つを得る。②対戦相手のシグニ１体を対象とし、《赤》を支払ってもよい。そうした場合、それをバニッシュする。③《青》を支払ってもよい。そうした場合、カードを３枚引く。,-
WX25-P1-TK1,ダーク・バウンダリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P1-TK1.jpg,アーツ/クラフト,-,黒,-,-,《黒》×１《無》×３,-,-,-,-,メインフェイズ,0,-,-,0,（クラフトであるアーツは、使用後にゲームから除外される）対戦相手のシグニを２体まで対象とし、それらを手札に戻す。【常】：このアーツはあなたの、コストや効果でルリグデッキから他の領域に移動しない。,-
WX25-P1-TK2,背闇之陣,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P1-TK2.jpg,アーツ/クラフト,-,黒,-,-,《黒》×１《無》×２,-,-,-,-,メインフェイズ,0,-,-,0,（クラフトであるアーツは、使用後にゲームから除外される）手札を３枚捨てる。そうした場合、対戦相手のすべてのシグニをバニッシュする。【常】：このアーツはあなたの、コストや効果でルリグデッキから他の領域に移動しない。,-
WX25-P1-TK3,ダーク・アナライズ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P1-TK3.jpg,アーツ/クラフト,-,黒,-,-,《黒》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,（クラフトであるアーツは、使用後にゲームから除外される）数字１つを宣言する。対戦相手の手札を見て、宣言した数字と同じレベルを持つすべてのシグニを捨てさせる。【常】：このアーツはあなたの、コストや効果でルリグデッキから他の領域に移動しない。,-
WX25-P1-TK4,闇気揚々,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P1-TK4.jpg,アーツ/クラフト,-,黒,-,-,《黒》×０,-,-,-,-,メインフェイズ,0,-,-,0,（クラフトであるアーツは、使用後にゲームから除外される）次の対戦相手のターン終了時まで、あなたのすべてのシグニのパワーを＋5000する。【常】：このアーツはあなたの、コストや効果でルリグデッキから他の領域に移動しない。,-
WX25-P1-TK5,ダーク・アウト,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P1-TK5.jpg,アーツ/クラフト,-,黒,-,-,《黒》×１《無》×２,-,-,-,-,メインフェイズ,0,-,-,0,（クラフトであるアーツは、使用後にゲームから除外される）あなたのトラッシュから黒のシグニを３枚まで対象とし、それらを手札に加える。【常】：このアーツはあなたの、コストや効果でルリグデッキから他の領域に移動しない。,-
WX25-P1-TK6,幻怪　ヤミノザンシ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P1-TK6.jpg,シグニ/クラフト,奏生：怪異,黒,1,-,-,-,1000,-,-,-,0,-,-,0,【常】：このシグニは、正面にアタックしている対戦相手のシグニとバトルしない。（そのシグニはバトルをせずあなたにダメージを与える）【自】：あなたのメインフェイズ開始時、あなたのトラッシュから＜怪異＞のシグニを１枚まで対象とし、場にあるこのシグニをゲームから除外する。そうした場合、それを場に出す。,-
WX25-P2-TK03,コードヒート　ウィクロンジャービークル,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P2-TK03.jpg,シグニ/レゾナクラフト,奏械：電機,赤,3,-,-,-,12000,-,-,-,0,-,-,0,【出現条件】《メインフェイズアイコン》手札とエナゾーンからシグニを合計２枚トラッシュに置く【自】：あなたのアタックフェイズ開始時、対戦相手のエナゾーンにカードが２枚以上ある場合、対戦相手は自分のエナゾーンからカード１枚を選びトラッシュに置く。【出】：あなたのトラッシュからスペル１枚を対象とし、それを手札に加える。（レゾナでありクラフトであるシグニはリムーブできず場を離れるとゲームから除外される）,-
WX25-P2-TK04,コードヒート　ウィクロンジャーロボ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P2-TK04.jpg,シグニ/レゾナクラフト,奏械：電機,赤,3,-,-,-,12000,-,-,-,0,-,-,0,【出現条件】《メインフェイズアイコン》手札とエナゾーンからシグニを合計３枚トラッシュに置く【常】：このシグニが対戦相手の効果によって場を離れる場合、代わりにこの能力を失う。そうした場合、このシグニをダウンする。【自】：このシグニがアタックしたとき、対戦相手のパワー12000以下のシグニ１体を対象とし、それをバニッシュする。,-
WX25-P2-TK05,蒼穹将姫　ニヴルヘイム,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P2-TK05.jpg,シグニ/レゾナクラフト,奏像：武勇,青,3,-,-,-,12000,-,-,-,0,-,-,0,【出現条件】《メインフェイズアイコン》手札とエナゾーンからシグニを合計２枚トラッシュに置く【常】：対戦相手はドローフェイズの間にカードを合計１枚までしか引けない。【自】：このシグニが場を離れたとき、カードを２枚引くか、対戦相手は手札を２枚捨てる。（レゾナでありクラフトであるシグニはリムーブできず場を離れるとゲームから除外される）,-
WX25-P2-TK06,蒼穹将姫　ユミル,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P2-TK06.jpg,シグニ/レゾナクラフト,奏像：武勇,青,3,-,-,-,12000,-,-,-,0,-,-,0,【出現条件】《メインフェイズアイコン》手札とエナゾーンからシグニを合計３枚トラッシュに置く【自】：あなたのアタックフェイズ開始時、対戦相手の凍結状態のすべてのシグニをダウンし、対戦相手の他のすべてのシグニを凍結する。【出】：対戦相手のルリグ１体を対象とし、それを凍結する。,-
WX25-CP1-TK1A,雷ちゃん,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-CP1-TK1A.jpg,シグニ/クラフト,奏武：ブルアカ,青,2,-,-,-,8000,-,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－3000する。このシグニのパワーが12000以上の場合、代わりにターン終了時まで、それのパワーを－5000する。（クラフトであるシグニは場を離れるとゲームから除外される）,-
WX25-CP1-TK2A,給食推進車両,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-CP1-TK2A.jpg,シグニ/クラフト,奏武：ブルアカ,黒,1,-,-,-,10000,-,-,-,0,-,-,0,【常】：これの上にある《鰐渕アカリ（正月）》のレベルを＋１し、パワーを＋10000する。【常】：これの上にある《鰐渕アカリ（正月）》は「【自】：あなたのアタックフェイズ開始時、対戦相手のシグニ１体を対象とし、《黒》を支払ってもよい。そうした場合、ターン終了時まで、それのパワーを－5000する。」を得る。（このクラフトの上にあるシグニが場を離れるとこのクラフトはゲームから除外される）,-
WX24-P3-TK1A,転生したらレベル１のママ勇者だったけど無双してみた,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P3-TK1A.jpg,シグニ/クラフト,奏武：トリック,赤,1,-,-,-,5000,-,-,-,0,-,-,0,【常】：このシグニのパワーはこのシグニのレベル１につき＋5000される。【自】：このシグニが対戦相手のシグニ１体をバニッシュしたとき、このシグニがレベル２以下の場合、このゲームの間、このシグニのレベルを＋１する。【自】：対戦相手のターン終了時、このシグニがレベル３以上の場合、対戦相手のシグニ１体を対象とし、それとこのシグニをゲームから除外する。【起】《ターン２回》《赤》：このシグニのパワー以下の対戦相手のシグニ１体を対象とし、それをバニッシュする。,-
WX24-D1-TK1,【リミットアッパー】,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D1-TK1.jpg,トークン,-,-,-,-,-,-,-,-,-,-,0,-,-,0,（あなたの場にいるルリグが１体で、そのルリグがレベル３以上であるかぎり、そのルリグのリミットを＋２する）（【リミットアッパー】はあなたのルリグゾーンに１つまでしか置けない）,-
WX24-P1-TK2A,【ルリグバリア】,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-TK2A.jpg,トークン,-,-,-,-,-,-,-,-,-,-,0,-,-,0,（あなたが次にルリグからダメージを受ける場合、代わりに【ルリグバリア】１つを消費し、そのダメージを受けない）,-
WX25-P3-TK03,【みこみこ親衛隊】,https://www.takaratomy.co.jp/products/wixoss/img/card/WX25/WX25-P3-TK03.jpg,トークン,-,-,-,-,-,-,-,-,-,-,0,-,-,0,【自】：あなたのターン終了時、あなたは手札を１枚捨てる。そうした場合、これを取り除く。（これを得たプレイヤーが「あなた」である。あなたの能力として発動する）,-
WX26-CP1-TK01,【シグニバリア】,https://www.takaratomy.co.jp/products/wixoss/img/card/WX26/WX26-CP1-TK01.jpg,トークン,-,-,-,-,-,-,-,-,-,-,0,-,-,0,（あなたが次にシグニからダメージを受ける場合、代わりに【シグニバリア】１つを消費し、そのダメージを受けない）,-
WXDi-CP02-TK01A,ペロロ人形,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-CP02-TK01A.jpg,シグニ/クラフト,奏武：ブルアカ,白,2,-,-,-,10000,-,-,-,0,-,-,0,【常】：対戦相手のシグニが正面にアタックする場合、代わりにこのシグニのあるシグニゾーンにアタックする。（シグニゾーンにアタックした場合、対戦相手にダメージを与えない）【常】：アップ状態のこのシグニがバトルか対戦相手の効果によって場を離れる場合、代わりにこのシグニをダウンしてもよい。【自】：対戦相手のターン終了時、このシグニをゲームから除外する。（クラフトであるシグニは場を離れるとゲームから除外される）,-
WXDi-CP02-TK02A,雨雲号,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-CP02-TK02A.jpg,シグニ/クラフト,奏武：ブルアカ,緑,2,-,-,-,10000,-,-,-,0,-,-,0,【常】：【ランサー】（【ランサー】を持つシグニがバトルでシグニをバニッシュしたとき、対戦相手のライフクロスを１枚クラッシュする）【自】：このシグニがバトルによってシグニ１体をバニッシュしたとき、対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。【自】：対戦相手のターン終了時、このシグニをゲームから除外する。（クラフトであるシグニは場を離れるとゲームから除外される）,-
WXDi-CP02-TK03A,虎丸,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-CP02-TK03A.jpg,シグニ/クラフト,奏武：ブルアカ,黒,3,-,-,-,15000,-,-,-,0,-,-,0,【常】：これの上にある《棗イロハ》のパワーを＋5000する。【常】：これの上にある《棗イロハ》は「【自】：あなたのアタックフェイズ開始時、対戦相手のシグニを２体まで対象とし、ターン終了時まで、それらのパワーをそれぞれ－3000する。」を得る。（このクラフトの上にあるシグニが場を離れるとこのクラフトはゲームから除外される）,-
WXDi-CP02-TK03B,クルセイダーちゃん,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-CP02-TK03B.jpg,シグニ/クラフト,奏武：ブルアカ,白,3,-,-,-,15000,-,-,-,0,-,-,0,【自】：あなたのアタックフェイズ開始時、対戦相手のシグニ１体を対象とし、それをトラッシュに置く。【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、それをトラッシュに置く。【自】：対戦相手のターン終了時、このシグニをゲームから除外する。（クラフトであるシグニは場を離れるとゲームから除外される）,-
WXDi-P05-TK01A,【ハスターリク】,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P05-TK01A.jpg,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,【自】：あなたのアタックフェイズ開始時、対戦相手が手札を１枚捨てるか《無》を支払わないかぎり、このシグニゾーンにあるシグニをバニッシュする。（これを置いたプレイヤーのアタックフェイズにこの【自】能力が発動する）,-
WXDi-P09-TK01A,コードイート　ケチャチャ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P09-TK01A.jpg,シグニ/クラフト,奏械：調理,緑,1,-,-,-,5000,-,-,-,0,-,-,0,（このクラフトは効果以外によっては場に出せない）（【アクセ】はシグニ１体に１枚までしか付けられない。このクラフトが付いているシグニが場を離れるとこのクラフトはゲームから除外される）『【常】：これにアクセされているシグニのパワーを＋10000する。』,-
WXDi-P09-TK02A,コードイート　セアブラマシマシ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P09-TK02A.jpg,シグニ/クラフト,奏械：調理,緑,2,-,-,-,10000,-,-,-,0,-,-,0,（このクラフトは効果以外によっては場に出せない）（【アクセ】はシグニ１体に１枚までしか付けられない。このクラフトが付いているシグニが場を離れるとこのクラフトはゲームから除外される）『【常】：これにアクセされているシグニは【ランサー】を得る。（【ランサー】を持つシグニがバトルでシグニをバニッシュしたとき、対戦相手のライフクロスを１枚クラッシュする）』,-
WXDi-P09-TK03A,コードイート　オンタマ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P09-TK03A.jpg,シグニ/クラフト,奏械：調理,緑,3,-,-,-,13000,-,-,-,0,-,-,0,（このクラフトは効果以外によっては場に出せない）（【アクセ】はシグニ１体に１枚までしか付けられない。このクラフトが付いているシグニが場を離れるとこのクラフトはゲームから除外される）『【常】：これにアクセされているシグニが場を離れる場合、代わりにこれをゲームから除外してもよい。そうした場合、そのシグニをダウンする。』,-
WXDi-P14-TK01,フェゾーネマジック・ホワイト,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P14-TK01.jpg,スペル/クラフト,-,白,-,-,《無》×１,-,-,-,-,-,0,-,-,0,（このスペルはあなたのメインフェイズにルリグデッキから使用できる）（クラフトであるスペルは、使用後にゲームから除外される）あなたのトラッシュから《ガードアイコン》を持つシグニ１枚を対象とし、それを手札に加える。,-
WXDi-P14-TK02,フェゾーネマジック・烈火,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P14-TK02.jpg,スペル/クラフト,-,赤,-,-,《無》×１,-,-,-,-,-,0,-,-,0,（このスペルはあなたのメインフェイズにルリグデッキから使用できる）（クラフトであるスペルは、使用後にゲームから除外される）対戦相手のパワー12000以下のシグニ１体を対象とし、それをバニッシュする。,-
WXDi-P14-TK03,フェゾーネマジック・BLUE,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P14-TK03.jpg,スペル/クラフト,-,青,-,-,《青》×０,-,-,-,-,-,0,-,-,0,（このスペルはあなたのメインフェイズにルリグデッキから使用できる）（クラフトであるスペルは、使用後にゲームから除外される）カードを３枚引き、手札を２枚捨てる。,-
WXDi-P14-TK04,フェゾーネマジック・深緑,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P14-TK04.jpg,スペル/クラフト,-,緑,-,-,《緑》×０,-,-,-,-,-,0,-,-,0,（このスペルはあなたのメインフェイズにルリグデッキから使用できる）（クラフトであるスペルは、使用後にゲームから除外される）【エナチャージ１】をする。その後、あなたのエナゾーンからシグニを１枚まで対象とし、それを場に出す。,-
WXDi-P14-TK05,フェゾーネマジック・ブラック,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P14-TK05.jpg,スペル/クラフト,-,黒,-,-,《黒》×０,-,-,-,-,-,0,-,-,0,（このスペルはあなたのメインフェイズにルリグデッキから使用できる）（クラフトであるスペルは、使用後にゲームから除外される）対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－8000する。,-
WXDi-P13-003B,未知の巫女　マユ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P13-003B.jpg,ルリグ,タマ/イオナ,白黒,4,-,-,7,-,-,-,-,0,-,-,0,【出】：このルリグの下からカード１枚をルリグトラッシュに置く。ターン終了時まで、対戦相手のすべてのシグニは能力を失う。【出】：あなたはこのターンの次に、追加の１ターンを得る。そのターンの間、あなたはシグニを１体までしか場に出せない。（場に２体以上ある場合は１体になるようにシグニをトラッシュに置く）,-
WXDi-P13-004B,UNKNOWN-CODE-RU-,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P13-004B.jpg,シグニ,奏元,白,3,-,-,-,12000,-,-,-,0,-,-,0,【常】：対戦相手のターンの間、このシグニは【シャドウ】を得る。（このシグニは対戦相手によって対象にされない）【自】：このシグニがアタックしたとき、カードを１枚引くか【エナチャージ１】をする。【出】：次のあなたのエナフェイズ終了時まで、このシグニが場にあるかぎり、あなたのセンタールリグのリミットを＋２する。,-
WXDi-P16-001B,扉の俯瞰者　ウトゥルス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P16-001B.jpg,ルリグ,タウィル/ウムル,白黒,4,-,-,6,-,-,-,-,0,-,-,0,【出】：このルリグの下からカード１枚をルリグトラッシュに置く。対戦相手のシグニ１体を対象とし、それをゲームから除外する。【起】《ターン２回》《無》：あなたのトラッシュから白か黒のシグニ１枚を対象とし、それを場に出す。,-
WXDi-P11-010B,夢限　-A-,https://www.takaratomy.co.jp/products/wixoss/img/card/WXDi/WXDi-P11-010B.jpg,ルリグ,夢限,無,3,-,-,9,-,-,-,-,0,-,-,0,【自】：このルリグが《夢限　-Q-》から《夢限　-A-》になったとき、カードを５枚引き【エナチャージ５】をする。【起】《ターン１回》《無》：対戦相手のシグニ１体を対象とし、それをゲームから除外する。,-
PR-Di017B,REV:アンコーリング,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-Di017B.jpg,シグニ,奏元,無,3,-,-,-,10000,-,-,-,0,-,-,0,（場以外の領域にあるかぎり、このカードは≪白熱する黒白≫である。このカードが場を離れると≪白熱する黒白≫に戻る）【自】：あなたのアタックフェイズ開始時、対戦相手のシグニ1体を対象とし、手札を3枚捨ててもよい。そうした場合、それをトラッシュに置く。,-
