CardNum,CardName,ImgURL
WX19-Re11,幻水　ピラルク,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re11.jpg
WX19-Re12,ＴＲＩＣＫ　ＯＲ　ＴＲＥＡＴ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re12.jpg
WX19-Re13,緑幻獣　モモ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re13.jpg
WX19-Re14,幻獣　セイリュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re14.jpg
WX19-Re15,幻獣　キジ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re15.jpg
WX19-Re16,幻獣　モンキ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re16.jpg
WX19-Re20,アーク・オーラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX19/WX19-Re20.jpg
WX20-Re10,堕落の砲女　メツム,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re10.jpg
WX20-Re11,破戒の水辺　パルヴァ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re11.jpg
WX20-Re12,破戒の歓喜　ガネシャ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re12.jpg
WX20-Re13,ドライ＝カプセル,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re13.jpg
WX20-Re15,参ノ遊　ナワトビ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re15.jpg
WX20-Re16,壱ノ遊　ウンテイ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re16.jpg
WX20-Re17,壱ノ遊　カルタ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX20/WX20-Re17.jpg
WX21-Re10,聖墓の神姉　ムンカルン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re10.jpg
WX21-Re11,聖墓の神妹　ナキールン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re11.jpg
WX21-Re12,笑顔の春姫　サホヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re12.jpg
WX21-Re13,純朴の光輝　アグライア,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re13.jpg
WX21-Re15,龍炎の昇拳,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re15.jpg
WX21-Re16,幻竜　＃ステゴケラス＃,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re16.jpg
WX21-Re17,幻竜　＃ドラコレクス＃,https://www.takaratomy.co.jp/products/wixoss/img/card/WX21/WX21-Re17.jpg
WD06-010,幻水　オクト,https://www.takaratomy.co.jp/products/wixoss/img/card/WD06/WD06-010.jpg
WD06-011,幻水　リュウグウ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD06/WD06-011.jpg
WD06-012,幻水　パール,https://www.takaratomy.co.jp/products/wixoss/img/card/WD06/WD06-012.jpg
WD06-014,幻水　コザメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD06/WD06-014.jpg
WD06-016,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD06/WD06-016.jpg
WD06-017,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD06/WD06-017.jpg
WX22-Re09,羅原　Ｕ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re09.jpg
WX22-Re14,非可視の現実　キュビ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re14.jpg
WX22-Re15,終末の回旋　チェロン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re15.jpg
WX22-Re16,彷徨変異の小悪　サユラギ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re16.jpg
WX22-Re18,コードアンチ　アステカ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re18.jpg
WX22-Re19,コードアンチ　テキサハンマ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re19.jpg
WXEX2-82,炎・タマヨリヒメ・伍改,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-82.jpg
WXEX2-83,最幸の巫女　ユキ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-83.jpg
WXEX2-85,博愛の使者　サシェ・リュンヌ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-85.jpg
WXEX2-86,ドーナ　ＦＩＦＴＨ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-86.jpg
WXEX2-87,未来の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-87.jpg
WXEX2-88,カーニバル　―ＭＡＩＳ―,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-88.jpg
WXEX2-89,コード・ピルルク　ＡＰＥＸ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-89.jpg
WXEX2-90,とどめはあーや！Ⅴ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-90.jpg
WXEX2-91,アイヤイ★ロイヤルフラッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-91.jpg
WXEX2-92,メル＝スピリタス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-92.jpg
WXEX2-93,ママ♥５,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-93.jpg
WXEX2-94,ミュウ＝フリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-94.jpg
WXEX2-95,真幸の冥者　ハナレ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-95.jpg
WXEX2-96,ナナシ　其ノ後,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-96.jpg
WXEX2-97,悲願の駄姫　グズ子,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-97.jpg
WXEX2-98,永らえし使　リワト＝エナ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-98.jpg
WXEX2-99,真天使の未来　ガブリエルト,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-99.jpg
WXEX2-100,羅星姫　≡コスモウス≡　,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-100.jpg
WXEX2-101,羅原姫　Ｚｒ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-101.jpg
WXEX2-102,コードアンシエンツ　ヘルボロス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXEX2/WXEX2-102.jpg
WXK01-006,イノセント・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-006.jpg
WXK01-015,アロス・ピルルク　Ｇ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-015.jpg
WXK01-016,アロス・ピルルク　Ｍ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-016.jpg
WXK01-018,ドント・ムーブ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-018.jpg
WXK01-027,意気軒昂,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-027.jpg
WXK01-070,焚発する知識,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-070.jpg
WXK01-111,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-111.jpg
WXK01-112,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-112.jpg
WXK01-113,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-113.jpg
WXK01-114,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-114.jpg
WXK01-115,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-115.jpg
WXK01-116,サーバント　Ｔ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-116.jpg
WXK01-117,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-117.jpg
WXK01-118,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK01/WXK01-118.jpg
WXK02-005,ゴールド・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-005.jpg
WXK02-007,弦月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-007.jpg
WXK02-008,半月の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-008.jpg
WXK02-011,バニラ・スクランブル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-011.jpg
WXK02-012,退廃の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-012.jpg
WXK02-013,明滅の記憶　リル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-013.jpg
WXK02-015,炎固一徹,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-015.jpg
WXK02-019,リフューズ・スペル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-019.jpg
WXK02-021,暴風警報,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK02/WXK02-021.jpg
WXK03-004,落華流粋,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK03/WXK03-004.jpg
WXK04-092,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK04/WXK04-092.jpg
WXK04-093,サーバント　Ｔ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK04/WXK04-093.jpg
WXK04-094,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK04/WXK04-094.jpg
WXK04-095,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK04/WXK04-095.jpg
WXK05-006,ダウト・クリューソス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-006.jpg
WXK05-008,ポジティブ・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-008.jpg
WXK05-012,燐気応変,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-012.jpg
WXK05-019,バッド・チョイス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-019.jpg
WXK05-077,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-077.jpg
WXK05-078,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-078.jpg
WXK05-079,サーバント　Ｑ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-079.jpg
WXK05-080,サーバント　Ｔ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK05/WXK05-080.jpg
WXK06-018,阿鼻の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-018.jpg
WXK06-020,衆合の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-020.jpg
WXK06-089,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-089.jpg
WXK06-090,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-090.jpg
WXK06-091,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-091.jpg
WXK06-092,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-092.jpg
WXK06-093,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-093.jpg
WXK06-094,サーバント　Ｔ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-094.jpg
WXK06-095,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-095.jpg
WXK06-096,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-096.jpg
WXK06-097,サーバント　Ｑ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-097.jpg
WXK06-098,サーバント　Ｔ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-098.jpg
WXK06-099,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-099.jpg
WXK06-100,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK06/WXK06-100.jpg
WXK07-014,メル＝キール,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-014.jpg
WXK07-016,メル＝カンパリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-016.jpg
WXK07-092,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-092.jpg
WXK07-093,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-093.jpg
WXK07-094,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-094.jpg
WXK07-095,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-095.jpg
WXK07-096,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-096.jpg
WXK07-097,サーバント　Ｔ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-097.jpg
WXK07-098,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-098.jpg
WXK07-099,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-099.jpg
WXK07-100,サーバント　Ｑ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-100.jpg
WXK07-101,サーバント　Ｔ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-101.jpg
WXK07-102,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-102.jpg
WXK07-103,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-103.jpg
WXK07-107,落華流粋,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK07/WXK07-107.jpg
WD07-001,フル/メイデン　イオナ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-001.jpg
WD07-002,ペイル/メイデン　イオナ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-002.jpg
WD07-003,ハーフ/メイデン　イオナ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-003.jpg
WD07-009,コードメイズ　金字塔,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-009.jpg
WD07-011,コードメイズ　凱旋,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-011.jpg
WD07-016,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-016.jpg
WD07-017,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WD07/WD07-017.jpg
WD08-009,コードアンチ　ネッシー,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-009.jpg
WD08-010,コードアンチ　ネビュラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-010.jpg
WD08-011,コードアンチ　アシレン,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-011.jpg
WD08-012,コードアンチ　アステカ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-012.jpg
WD08-014,コードアンチ　テキサハンマ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-014.jpg
WD08-016,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-016.jpg
WD08-017,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD08/WD08-017.jpg
WD09-001,悠久の使者　サシェ・プレンヌ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD09/WD09-001.jpg
WD09-006,ロマネ・ディフェンス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD09/WD09-006.jpg
WD09-013,羅星　デネブ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD09/WD09-013.jpg
WD09-015,羅星　ポラリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WD09/WD09-015.jpg
WD09-016,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD09/WD09-016.jpg
WD09-017,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WD09/WD09-017.jpg
WXK08-018,ナナシ　其ノ参,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-018.jpg
WXK08-020,ナナシ　其ノ爾,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-020.jpg
WXK08-089,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-089.jpg
WXK08-090,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-090.jpg
WXK08-091,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-091.jpg
WXK08-092,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-092.jpg
WXK08-093,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-093.jpg
WXK08-094,サーバント　Ｔ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-094.jpg
WXK08-095,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-095.jpg
WXK08-096,サーバント　Ｏ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-096.jpg
WXK08-097,サーバント　Ｑ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-097.jpg
WXK08-098,サーバント　Ｔ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-098.jpg
WXK08-099,サーバント　Ｄ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-099.jpg
WXK08-100,サーバント　Ｏ４,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-100.jpg
WXK09-101,サーバント　Ｑ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-101.jpg
WXK09-102,サーバント　Ｔ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-102.jpg
WXK09-103,サーバント　Ｄ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-103.jpg
WXK09-104,サーバント　Ｏ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-104.jpg
WXK09-105,サーバント　Ｑ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-105.jpg
WXK09-106,サーバント　Ｔ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-106.jpg
WXK09-107,サーバント　Ｄ２,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK09/WXK09-107.jpg
