CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WXK08-011,刻みし者　タウィル＝トレ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-011.jpg,ルリグ,タウィル,赤,3,《赤》×２,-,8,-,-,-,-,0,-,-,0,-,-
WXK08-012,響かせし者　タウィル＝トレ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-012.jpg,ルリグ,タウィル,赤,3,《赤》×２,-,6,-,-,-,-,0,-,-,0,【出】：カードを１枚引く。【出】：《コインアイコン》を得る。,-
WXK08-013,刻みし者　タウィル＝トヴォ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-013.jpg,ルリグ,タウィル,赤,2,《赤》×１,-,5,-,-,-,-,0,-,-,0,-,-
WXK08-014,刻みし者　タウィル＝エット,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-014.jpg,ルリグ,タウィル,赤,1,《赤》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：カードを１枚引く。,-
WXK08-015,一矢報火,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-015.jpg,アーツ,-,赤,-,-,《赤》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のパワー8000以下のシグニ１体を対象とし、それをバニッシュする。その後、あなたのキー１枚を場からルリグトラッシュに置いてもよい。そうした場合、対戦相手のシグニ１体を対象とし、それをバニッシュする。,-
WXK08-016,オカルティック・サイン,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-016.jpg,アーツ,-,青,-,-,《青》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、それをダウンし凍結する。その後、あなたのキー１枚を場からルリグトラッシュに置いてもよい。そうした場合、対戦相手のシグニ１体を対象とし、それをデッキの一番上に置く。,-
WXK08-017,奇跡世代,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-017.jpg,アーツ,-,緑,-,-,《緑》×１,-,-,-,-,アタックフェイズ,0,-,-,0,ターン終了時まで、あなたは「【常】：あなたがダメージを受ける場合、代わりにダメージを受けず、この能力を失う。」を得る。その後、あなたのキー１枚を場からルリグトラッシュに置いてもよい。そうした場合、対戦相手のシグニ１体を対象とし、それをエナゾーンに置く。,-
WXK08-018,ナナシ　其ノ参,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-018.jpg,ルリグ,ナナシ,黒,3,《黒》×２,-,8,-,-,-,-,0,-,-,0,-,-
WXK08-019,ナナシ　其ノ参ノ聞,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-019.jpg,ルリグ,ナナシ,黒,3,《黒》×２,-,6,-,-,-,-,0,-,-,0,【出】：カードを１枚引く。【出】《黒》：《コインアイコン》を得る。,-
WXK08-020,ナナシ　其ノ爾,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-020.jpg,ルリグ,ナナシ,黒,2,《黒》×１,-,5,-,-,-,-,0,-,-,0,-,-
WXK08-021,ナナシ　其ノ壱ノ聞,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-021.jpg,ルリグ,ナナシ,黒,1,《黒》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を１枚捨てる：カードを１枚引く。,-
WXK08-022,ノンフィクション・コミック,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-022.jpg,アーツ,-,黒,-,-,《黒》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のレベル３以下のシグニ１体を対象とし、それをバニッシュする。その後、あなたのキー１枚を場からルリグトラッシュに置いてもよい。そうした場合、あなたのトラッシュからシグニ１枚を対象とし、それを場に出す。それの【出】能力は発動しない。,-
WXK08-023,コードＶＬ　物述有栖,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-023.jpg,シグニ,精械：電機,白,4,-,-,-,12000,にじさんじ限定,-,-,0,-,-,1,【常】：あなたの登録者数が１００万人を達成していて、このシグニが中央のシグニゾーンにあるかぎり、このシグニは「【常】：あなたのターンの間、バニッシュされない。」を得る。【出】《白》：対戦相手のシグニ１体を対象とし、それを手札に戻す。【起】《ターン１回》《白》《無》：あなたのデッキから《コードＶＬ　物述有栖》以外の＜電機＞のシグニ１枚を探して場に出し、デッキをシャッフルする。,：対戦相手のシグニ１体を対象とし、それを手札に戻す。
WXK08-024,コードＶＬ　える,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-024.jpg,シグニ,精械：電機,白,4,-,-,-,12000,-,-,-,0,-,-,1,【常】：あなたの場に他の＜電機＞のシグニがあるかぎり、このシグニは対戦相手の効果によって、手札に戻らずダウンしない。【自】：各ターン終了時、対戦相手のシグニゾーンからカード１枚を対象とし、それを手札に戻してもよい。,：あなたのデッキから＜電機＞のシグニ１枚を探して公開し手札に加えるか場に出し、デッキをシャッフルする。
WXK08-025,コードＶＬ　鈴鹿詩子,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-025.jpg,シグニ,精械：電機,白,4,-,-,-,12000,-,-,-,0,-,-,1,【常】：対戦相手はアンコールとベットをできない。【自】：このシグニがアタックしたとき、ターン終了時まで、対戦相手のすべてのシグニは能力を失う。【出】《無》《無》：あなたのデッキの上からカードを４枚公開する。その中から共通するクラスを持つシグニ２枚を手札に加え、残りを好きな順番でデッキの一番下に置く。,：カードを１枚引く。あなたのライフクロスが４枚以下の場合、追加で【エナチャージ１】をする。
WXK08-026,炎魔の豊穣　シュブ＝ニグラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-026.jpg,シグニ,精像：悪魔,赤,4,-,-,-,12000,タウィル限定,-,-,0,-,-,1,【自】《ビートアイコン》［レベル１～４が各１枚以上］：このシグニがアタックしたとき、対戦相手のライフクロス１枚をクラッシュする。【起】《ビートアイコン》［４枚以下］《ターン１回》他のシグニ１体を【ビート】にする：以下の２つから１つを選ぶ。ターン終了時まで、このシグニは選んだ能力を得る。①【アサシン】②【ダブルクラッシュ】,：あなたのトラッシュから＜悪魔＞のシグニを２枚まで対象とし、それらを手札に加える。
WXK08-027,炎魔の総統　アミィ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-027.jpg,シグニ,精像：悪魔,赤,4,-,-,-,12000,-,-,-,0,-,-,1,【出】：対戦相手のパワー8000以下のシグニ１体を対象とし、あなたの場にそれぞれレベルの異なるシグニが３体ある場合、それをバニッシュする。【起】《ターン１回》手札を１枚捨て、他のシグニ１体を場からトラッシュに置き、エナゾーンからカード１枚をトラッシュに置く：あなたのデッキの上からカードを４枚公開する。その中からそれぞれレベルの異なるシグニを４枚まで手札に加え、残りをトラッシュに置く。,：対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。
WXK08-028,炎魔の巨人　スルト,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-028.jpg,シグニ,精像：悪魔,赤,4,-,-,-,12000,-,-,-,0,-,-,1,【自】《ターン１回》：あなたのライフクロスが他の領域に移動したとき、対戦相手のシグニ１体を対象とし、《赤》を支払ってもよい。そうした場合、それをバニッシュする。【出】《無》：あなたのライフクロスをすべて手札に加え、この方法で手札に加えたカードの枚数まで、手札からカードをライフクロスに加える。このゲームの間、あなたのライフバーストは発動しない。,：カードを１枚引く。あなたのライフクロスが４枚以下の場合、追加で【エナチャージ１】をする。
WXK08-029,炎翼の翔破,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-029.jpg,スペル,-,赤,-,-,《赤》×０,-,-,タウィル限定,-,-,0,-,-,1,あなたのトラッシュから＜悪魔＞のシグニ１枚を対象とし、あなたの【ビート】が４枚以下の場合、それを【ビート】にする。この方法であなたの【ビート】が４枚になった場合、カードを２枚引く。,：あなたのトラッシュから＜悪魔＞のシグニ１枚を対象とし、それを手札に加える。
WXK08-030,弩書　ゼロイゴナ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-030.jpg,シグニ,精武：ウェポン,黒,4,-,-,-,13000,ナナシ限定,-,-,0,-,-,1,【ライズ】あなたの＜ウェポン＞のシグニ１体の上に置く【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、このシグニの下にカードが２枚以上ある場合、それをバニッシュする。５枚以上ある場合、代わりにそれをトラッシュに置く。【出】：あなたのすべての＜ウェポン＞のシグニの下に、それぞれあなたのトラッシュからシグニを１枚ずつ選び置く。,：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－13000する。
WXK08-031,弩書　ザ・ロウ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-031.jpg,シグニ,精武：ウェポン,黒,4,-,-,-,13000,-,-,-,0,-,-,1,【ライズ】あなたのシグニ２体の上に置く（どちらかのシグニがあるシグニゾーンに出す）【起】《アタックフェイズアイコン》このシグニの下からカード１枚をトラッシュに置く：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－4000する。【起】《ターン１回》《無》：あなたのトラッシュからシグニ１枚を対象とし、それを手札に加える。,：あなたのトラッシュからシグニ１枚を対象とし、それを手札に加える。
WXK08-032,弩書　Ｂ・オブザデッド,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-032.jpg,シグニ,精武：ウェポン,黒,4,-,-,-,12000,-,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、あなたのシグニゾーンにカードが７枚以上ある場合、対戦相手のライフクロス１枚をクラッシュする。【出】《黒》：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーをあなたのシグニゾーンにあるカード１枚につき－2000する。,：カードを１枚引く。あなたのライフクロスが４枚以下の場合、追加で【エナチャージ１】をする。
WXK08-033,コードＶＬ　闇夜乃モルル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-033.jpg,シグニ,精械：電機,白,3,-,-,-,8000,にじさんじ限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、あなたのデッキの一番上を公開する。この方法でレベル２以下のシグニが公開された場合、それを場に出してもよい。あなたの登録者数が１００万人を達成していて、この方法でシグニが公開された場合、それを場に出してもよい。,-
WXK08-034,コードＶＬ　赤羽葉子,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-034.jpg,シグニ,精械：電機,白,3,-,-,-,7000,-,-,-,0,-,-,1,【常】：あなたの登録者数が８０万人を達成しているかぎり、このシグニは「【自】《ターン１回》：このシグニがアタックしたとき、あなたのすべてのシグニがダウン状態の場合、《白》を支払ってもよい。そうした場合、このシグニをアップする。」を得る。,：どちらか１つを選ぶ。①カードを１枚引く。②【エナチャージ１】
WXK08-035,コードＶＬ　ドーラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-035.jpg,シグニ,精械：電機,白,3,-,-,-,7000,にじさんじ限定,-,-,0,-,-,1,【出】《白》：対戦相手のレベル２以下のシグニ１体を対象とし、それを手札に戻す。あなたの登録者数が１００万人を達成している場合、代わりに対戦相手のレベル３以下のシグニ１体を対象とし、それを手札に戻す。,：どちらか１つを選ぶ。①カードを１枚引く。②対戦相手のレベル１以下のシグニ１体を対象とし、それを手札に戻す。
WXK08-036,コードＶＬ　雪汝,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-036.jpg,シグニ,精械：電機,白,2,-,-,-,3000,-,-,-,0,-,-,0,【常】：あなたの場に他の＜電機＞のシグニがあるかぎり、このシグニは対戦相手のシグニの効果によってバニッシュされない。（シグニとのバトルやパワーが０以下になった場合はバニッシュされる）,-
WXK08-037,コードＶＬ　竜胆尊,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-037.jpg,シグニ,精械：電機,白,2,-,-,-,3000,にじさんじ限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、対戦相手のレベル１以下のシグニ１体を対象とし、《白》を支払ってもよい。そうした場合、それを手札に戻す。あなたの登録者数が７０万人を達成している場合、追加で【エナチャージ１】をする。,-
WXK08-038,コードＶＬ　家長むぎ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-038.jpg,シグニ,精械：電機,白,1,-,-,-,1000,-,-,-,0,-,-,0,【常】：あなたの登録者数が１００万人を達成しているかぎり、このシグニは対戦相手のルリグの効果を受けない。,-
WXK08-039,コードＶＬ　鷹宮リオン,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-039.jpg,シグニ,精械：電機,白,1,-,-,-,1000,-,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、あなたのデッキの一番上を公開する。それが＜電機＞のシグニの場合、それをエナゾーンに置く。,：【エナチャージ１】
WXK08-040,ウォーター・ボンバー,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-040.jpg,スペル,-,白,-,-,《白》×２,-,-,にじさんじ限定,-,-,0,-,-,1,以下の３つから２つまで選ぶ。①あなたのデッキからシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。②対戦相手のシグニ１体を対象とし、それを手札に戻す。③あなたの登録者数が１００万人を達成している場合、このスペルを手札に戻す。,：あなたのデッキから＜電機＞のシグニ１枚を探して公開し手札に加えるか場に出し、デッキをシャッフルする。
WXK08-041,炎魔の禁忌　プロメテ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-041.jpg,シグニ,精像：悪魔,赤,3,-,-,-,8000,タウィル限定,-,-,0,-,-,1,【自】《ビートアイコン》［１枚以上］：このシグニがアタックしたとき、対戦相手のパワー5000以下のシグニ１体を対象とし、それをバニッシュする。【自】《ビートアイコン》［レベル３以上が４枚以上］：このシグニがアタックしたとき、対戦相手のパワー12000以下のシグニ１体を対象とし、それをバニッシュする。,：どちらか１つを選ぶ。①対戦相手のパワー3000以下のシグニ１体を対象とし、それをバニッシュする。②【エナチャージ１】
WXK08-042,炎魔の蛇梟　アモン,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-042.jpg,シグニ,精像：悪魔,赤,3,-,-,-,7000,タウィル限定,-,-,0,-,-,1,【自】《ビートアイコン》［７枚以上］：あなたのアタックフェイズ開始時、あなたのトラッシュからシグニ１枚を対象とし、それを手札に加える。【自】《ビートアイコン》［レベル１、２が各１枚以上］：このシグニがアタックしたとき、【エナチャージ１】をする。（この能力はあなたの【ビート】の中にレベル１とレベル２のシグニが各１枚以上含まれるかぎり有効になる）,：カードを１枚引く。
WXK08-043,炎魔の悪意　サマエル,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-043.jpg,シグニ,精像：悪魔,赤,2,-,-,-,5000,タウィル限定,-,-,0,-,-,0,【出】《ビートアイコン》［４枚以下］《炎魔の悪意　サマエル》以外のシグニ１体を【ビート】にする：カードを１枚引く。,-
WXK08-044,炎魔の御者　ヘーリオス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-044.jpg,シグニ,精像：悪魔,赤,2,-,-,-,3000,タウィル限定,-,-,0,-,-,0,【出】《ビートアイコン》［１枚以上］：対戦相手のパワー2000以下のシグニ１体を対象とし、それをバニッシュする。,-
WXK08-045,炎魔の赤釜　ウコバク,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-045.jpg,シグニ,精像：悪魔,赤,1,-,-,-,2000,タウィル限定,-,-,0,-,-,0,【自】：このカードが【ビート】になったとき、あなたの＜悪魔＞のシグニ１体を対象とし、あなたの【ビート】が３枚の場合、《赤》を支払ってもよい。そうした場合、ターン終了時まで、それは【ダブルクラッシュ】を得る。（【ダブルクラッシュ】を持つシグニがアタックによってダメージを与えた場合ライフクロスを１枚ではなく２枚クラッシュする）,-
WXK08-046,炎魔の走牛　アグニ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-046.jpg,シグニ,精像：悪魔,赤,1,-,-,-,1000,タウィル限定,-,-,0,-,-,0,【起】《ビートアイコン》［４枚以下］このシグニを【ビート】にする：あなたのトラッシュからレベル２の赤の＜悪魔＞のシグニ１枚を対象とし、それを場に出す。,-
WXK08-047,炎魔の赤豹　フラウロス,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-047.jpg,シグニ,精像：悪魔,赤,1,-,-,-,1000,-,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、あなたのデッキの一番上を公開する。それが＜悪魔＞のシグニの場合、それをエナゾーンに置く。,：【エナチャージ１】
WXK08-048,轟書　エノキアン,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-048.jpg,シグニ,精武：ウェポン,黒,3,-,-,-,8000,ナナシ限定,-,-,0,-,-,0,【常】：あなたのアタックフェイズの間、このシグニはこのカードの下にあるレベル３以下の黒の＜ウェポン＞のシグニの【自】能力を得る。【起】《ターン１回》《黒》：対象のあなたのトラッシュからシグニ１枚を対象のあなたの＜ウェポン＞のシグニ１体の下に置く。,-
WXK08-049,轟書　キョウリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-049.jpg,シグニ,精武：ウェポン,黒,3,-,-,-,7000,ナナシ限定,-,-,0,-,-,1,【自】：あなたのアタックフェイズ開始時、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－2000する。【起】《ターン１回》《黒×0》：対戦相手のシグニ１体を対象とし、ターン終了時まで、それは「【常】：このシグニのパワーが－（マイナス）される場合、代わりに２倍－（マイナス）される。」を得る。,：どちらか１つを選ぶ。①カードを１枚引く。②対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－3000する。
WXK08-050,轟書　オウイ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-050.jpg,シグニ,精武：ウェポン,黒,3,-,-,-,7000,ナナシ限定,-,-,0,-,-,0,【起】《ターン１回》《黒》：あなたのシグニの下にある＜ウェポン＞のシグニ１枚を対象とし、それを手札に加える。【常】：このカードの上にある＜ウェポン＞のシグニは「【起】《ターン１回》《黒》《黒》：あなたのシグニの下にある＜ウェポン＞のシグニ１枚を対象とし、それを手札に加える。」を得る。,-
WXK08-051,爆書　ダリチュー,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-051.jpg,シグニ,精武：ウェポン,黒,2,-,-,-,3000,ナナシ限定,-,-,0,-,-,0,【出】あなたのシグニの下からカード１枚をトラッシュに置く：【エナチャージ１】,-
WXK08-052,爆書　グラング,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-052.jpg,シグニ,精武：ウェポン,黒,2,-,-,-,3000,-,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、このシグニの下にあるカード１枚をトラッシュに置いてもよい。そうした場合、ターン終了時まで、それのパワーを－3000する。（パワーが０以下のシグニはルールによってバニッシュされる）,-
WXK08-053,小書　サーティ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-053.jpg,シグニ,精武：ウェポン,黒,1,-,-,-,1000,ナナシ限定,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、《黒》を支払ってもよい。そうした場合、ターン終了時まで、それのパワーを－1000する。このシグニの下にカードがある場合、代わりにターン終了時まで、それのパワーを－3000する。,：カードを１枚引く。
WXK08-054,小書　ソウゾ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-054.jpg,シグニ,精武：ウェポン,黒,1,-,-,-,1000,-,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、あなたのデッキの一番上を公開する。それが＜ウェポン＞のシグニの場合、それをエナゾーンに置く。,：【エナチャージ１】
WXK08-055,ダーク・フラッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-055.jpg,スペル,-,黒,-,-,《黒》×１,-,-,ナナシ限定,-,-,0,-,-,1,あなたのシグニの下にあるカードを好きな枚数対象とし、それらをトラッシュに置く。その後、この方法でカードを１枚以上トラッシュに置いた場合、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－5000する。２枚以上置いた場合、追加でカードを１枚引く。３枚以上置いた場合、追加で対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－10000する。４枚以上置いた場合、追加であなたのトラッシュから黒のシグニ１枚を対象とし、それを手札に加える。,：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－10000する。
WXK08-056,コードＶＬ　飛鳥ひな,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-056.jpg,シグニ,精械：電機,白,4,-,-,-,10000,にじさんじ限定,-,-,0,-,-,0,【出】《白》：あなたのデッキの上からカードを３枚見る。その中から１枚を手札に加え、１枚をデッキの一番上に置き、残りをデッキの一番下に置く。【起】《白》《無》このシグニを場からトラッシュに置く：あなたのシグニ１体を対象とし、あなたの登録者数が１００万人を達成している場合、ターン終了時まで、それは「【自】《ターン１回》：このシグニがアタックしたとき、このシグニをアップする。」を得る。,-
WXK08-057,コードＶＬ　矢車りね,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-057.jpg,シグニ,精械：電機,白,4,-,-,-,10000,-,-,-,0,-,-,0,【出】：対戦相手のシグニ１体を対象とし、ターン終了時まで、それは能力を失う。あなたの登録者数が８０万人を達成している場合、代わりにターン終了時まで、対戦相手のすべてのシグニは能力を失う。,-
WXK08-058,コードＶＬ　八朔ゆず,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-058.jpg,シグニ,精械：電機,白,3,-,-,-,10000,-,-,-,0,-,-,0,-,-
WXK08-059,コードＶＬ　轟京子,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-059.jpg,シグニ,精械：電機,白,3,-,-,-,8000,にじさんじ限定,-,-,0,-,-,0,【自】：対戦相手のターンの間、このシグニがバニッシュされたとき、あなたの手札からレベル１の＜電機＞のシグニ１枚を場に出してもよい。,-
WXK08-060,コードＶＬ　町田ちま,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-060.jpg,シグニ,精械：電機,白,3,-,-,-,7000,-,-,-,0,-,-,0,【出】手札を１枚捨てる：あなたのデッキからレベル４の＜電機＞のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。,-
WXK08-061,コードＶＬ　月見しずく,https://www.takaratomy.co.jp/products/wixoss/img/card/WXK08/WXK08-061.jpg,シグニ,精械：電機,白,2,-,-,-,5000,-,-,-,0,-,-,0,【常】：あなたの登録者数が４０万人を達成しているかぎり、このシグニのパワーは＋5000される。,-
