CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WX22-011,一層の一掃　アン＝フォース,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-011.jpg,ルリグ,アン,緑白,4,《緑》×１《白》×１《無》×１,-,11,-,-,-,-,0,-,-,0,【自】：あなたのアタックフェイズ開始時、対戦相手のシグニ１体を対象とし、あなたの場に緑と白の＜美巧＞のシグニがある場合、それを手札に戻す。【自】《ターン１回》：あなたの＜美巧＞のシグニ１体がバニッシュされたとき、あなたのデッキの一番上のカードをエナゾーンに置く。【起】《アタックフェイズアイコン》エクシード４：対戦相手のすべてのシグニを手札に戻す。,-
WX22-012,ママ♥４　MODE３,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-012.jpg,ルリグ,ママ,緑,4,《緑》×２,-,12,-,-,-,-,0,-,-,0,-,-
WX22-013,真幸の冥者　ハナレ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-013.jpg,ルリグ,ハナレ,黒,5,《黒》×２,-,13,-,-,-,-,0,-,-,0,【常】：対戦相手の効果によって、シグニのパワーは＋（プラス）されない。【自】《ターン１回》：対戦相手のシグニのパワーが０以下になったとき、あなたのデッキの一番上のカードをエナゾーンに置くか、カードを１枚引く。【出】：あなたのトラッシュから＜毒牙＞のシグニを２枚まで対象とし、それらを手札に加える。【起】《アタックフェイズアイコン》エクシード１：対戦相手のシグニ１体を対象とし、ターン終了時まで、それの基本パワーを０にする。,-
WX22-014,共闘の鍵主　ウムル＝フィーラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-014.jpg,ルリグ,ウムル,黒,4,《黒》×３,-,11,-,-,-,-,0,3,-,0,【常】：あなたの場に《差し伸べし者　タウィル》がいるかぎり、このルリグのリミットは１増え、このルリグは追加で白と＜タウィル＞を得る。【自】《ターン１回》：あなたの効果１つによってあなたのトラッシュからカードが４枚以上デッキに移動したとき、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－8000する。【起】《ターン１回》《アタックフェイズアイコン》エクシード１：このルリグのエクシード能力１つをコストを支払わずに使用する。この能力はあなたの場に《差し伸べし者　タウィル》がいる場合にしか使用できない。,-
WX22-015,ナナシ　其ノ四ノ改,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-015.jpg,ルリグ,ナナシ,黒,4,《黒》×２,-,12,-,-,-,-,0,-,-,0,-,-
WX22-016,グレイブ・ディガー,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-016.jpg,アーツ,-,黒,-,-,《黒》×６,-,-,グズ子限定,-,メインフェイズアタックフェイズ,0,-,-,0,ベット―好きな枚数の《コインアイコン》あなたがベットする《コインアイコン》１枚につき以下の２つから１つを選ぶ。同じ選択肢を２回以上選んでもよい。①このアーツの使用コストは《黒×3》減る。②このアーツの効果を一度繰り返す。対象の対戦相手のシグニ１体をバニッシュし、あなたのトラッシュから対象の＜遊具＞のシグニ１枚を手札に加える。,-
WX22-017,パープル・スプラッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-017.jpg,アーツ,-,黒,-,-,《黒》×２《無》×１,-,-,アルフォウ限定,-,メインフェイズアタックフェイズ,0,-,-,0,以下の４つから２つまで選ぶ。①対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－8000する。②あなたのトラッシュからレベル２以下の黒のシグニを２枚まで対象とし、それらを手札に加える。③各プレイヤーは自分のデッキの上から、自分のセンタールリグのレベル１につきカードを３枚トラッシュに置く。④対戦相手のシグニ１体を対象とし、あなたのトラッシュにカードが２５枚以上ある場合、それをトラッシュに置く。,-
WX22-018,幻怪姫　ネコマター,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-018.jpg,シグニ,精生：怪異,白,4,-,-,-,12000,-,-,-,0,-,-,1,【常】：すべてのプレイヤーはコストの合計が０のスペルを使用できない。【自】：このシグニがアタックしたとき、あなたはいずれかのトラッシュから対象のコストの合計が０のスペル１枚をゲームから除外し《無》を支払ってもよい。そうした場合、対象の対戦相手のシグニ１体を手札に戻す。,：対戦相手のシグニ１体を対象とし、それを手札に戻す。
WX22-019,遠矢の名手　≡アポロシン≡,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-019.jpg,シグニ,精像：天使,赤,4,-,-,-,12000,タウィル限定,-,-,0,-,-,1,【常】：あなたの＜天使＞のシグニのパワーを＋2000する。【常】：このシグニは対戦相手の効果によってダウンしない。【自】：このシグニがバニッシュされたとき、このシグニよりパワーの低い対戦相手のシグニ１体を対象とし、それをバニッシュしてもよい。【出】：対戦相手のシグニ１体を対象とし、あなたの場に＜天使＞のシグニが３体ある場合、それをバニッシュする。,：対戦相手のパワー12000以下のシグニ１体を対象とし、それをバニッシュする。
WX22-020,コードアクセル　ファイトラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-020.jpg,シグニ,精械：乗機,赤,4,-,-,-,12000,-,-,-,0,-,-,1,【自】：このシグニがドライブ状態になったとき、対戦相手のシグニ１体を対象とし、《赤》《赤》を支払ってもよい。そうした場合、それをバニッシュする。【自】：このシグニがアタックしたとき、対戦相手のパワー7000以下のシグニ１体を対象とし、それをバニッシュする。このシグニがドライブ状態の場合、代わりに対戦相手のパワー12000以下のシグニ１体を対象とし、それをバニッシュする。,：どちらか１つを選ぶ。①カードを１枚引く。②対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。
WX22-021,幻水姫　ウラタロ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-021.jpg,シグニ,精生：水獣,青,4,-,-,-,12000,-,-,-,0,-,-,1,【自】：各アタックフェイズ開始時、対戦相手の手札が５枚以上ある場合、対戦相手は手札を１枚捨てる。【出】《無》：シグニのカード名１つを宣言する。あなたのデッキの上から宣言したカードがめくれるまで公開し、それを手札に加える。残りをシャッフルしてデッキの一番下に置く。この方法でカードが７枚以上公開された場合、手札を１枚捨てる。,：カードを３枚引く。あなたは手札から無色のカードを１枚捨てないかぎりカードを２枚捨てる。
WX22-022,伍ノ遊姫王　ノポポン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-022.jpg,シグニ,精武：遊具,緑,5,-,-,-,15000,アイヤイ限定,-,-,0,-,-,1,【常】：このシグニはダウン状態でもアタックできる。【常】：各ターン、このシグニは自身のパワー10000につき一度までしかアタックできない。【常】：このシグニのパワーは30000より大きくならない。【自】：あなたの他のシグニ１体がアタックしたとき、ターン終了時まで、このシグニのパワーは＋5000される。,：あなたのデッキから異なる色を持つ＜遊具＞のシグニ２枚を探して公開し手札に加え、デッキをシャッフルする。
WX22-023,フンフ＝ヨルムガン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-023.jpg,シグニ,精武：毒牙,黒,5,-,-,-,15000,-,-,-,0,-,-,1,【常】：対戦相手のシグニのパワーが－（マイナス）される場合、代わりに２倍－（マイナス）される。【自】：あなたの＜毒牙＞のシグニ１体が場に出るかアタックしたとき、対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－2000する。【起】《ターン１回》《メインフェイズアイコン》《アタックフェイズアイコン》《黒》：あなたのトラッシュからレベル４以下の＜毒牙＞のシグニ１枚を対象とし、それを場に出す。,：あなたのトラッシュからシグニ１枚を対象とし、それを手札に加えるか場に出す。
WX22-024,期之遊姫王　†ブラジャック†,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-024.jpg,シグニ,精武：遊具,黒,5,-,-,-,15000,グズ子限定,-,-,0,-,-,1,【常】：対戦相手は、自身の効果によって手札以外からシグニを場に出せない。【自】《ターン１回》：このシグニがアタックしたとき、あなたの他のすべてのシグニをバニッシュしてもよい。その後、この方法でバニッシュしたシグニと同じ数だけ、あなたのトラッシュからレベル４以下の＜遊具＞のシグニを対象とし、それらを場に出す。【出】：あなたのトラッシュからレベル４以下の＜遊具＞のシグニ１枚を対象とし、それを場に出す。,：対戦相手のシグニ１体を対象とし、それをバニッシュする。その後、あなたのトラッシュからそのシグニと同じレベルの＜遊具＞のシグニ１枚を対象とし、それを手札に加える。
WX22-025,天空の主神　ゼウシアス,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-025.jpg,シグニ,精像：天使,無,5,-,-,10,15000,タウィル限定,-,-,0,-,-,0,【常】：【マルチエナ】【常】：【シャドウ】【常】：このシグニはすべての色を得る。【自】《ターン１回》：このシグニがアタックしたとき、対戦相手が、対象の自分のシグニ１体を場からトラッシュに置くか、自分の手札を２枚捨てるか、対象の自分のエナゾーンからカード３枚をトラッシュに置かないかぎり、対戦相手にダメージを与える。,-
WX22-026,図画の工作　*カミネンド*,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-026.jpg,シグニ,精像：美巧,白,3,-,-,-,7000,-,-,-,0,-,-,1,【出】：あなたのデッキの上からカードを２枚公開する。その中から白の＜美巧＞のシグニ１枚と緑の＜美巧＞のシグニ１枚を手札に加え、残りを好きな順番でデッキの一番下に置く。,：あなたのデッキから＜美巧＞のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。
WX22-027,井伊の赤鬼　ナオマサ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-027.jpg,シグニ,精像：武勇,赤,4,-,-,-,10000,-,-,-,0,-,-,0,【自】：このカードがコストか効果によってシグニの下からトラッシュに置かれたとき、シグニ１体を対象とし、それをアップするかダウンする。【出】：対戦相手のパワー12000以下のシグニ１体を対象とし、あなたのデッキの一番上を公開する。それが《ライズアイコン》を持つシグニの場合、それをバニッシュする。,-
WX22-028,羅原　Ｏｇ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-028.jpg,シグニ,精羅：原子,青,3,-,-,-,8000,ミルルン限定,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、手札から＜原子＞のシグニを２枚捨ててもよい。そうした場合、以下の２つから１つを選ぶ。①カードを３枚引く。②対戦相手のシグニ１体を対象とし、それをバニッシュする。,：あなたのデッキから＜原子＞のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。
WX22-029,参ノ遊　ハンスピ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-029.jpg,シグニ,精武：遊具,緑,3,-,-,-,7000,-,-,-,0,-,-,0,【自】《ターン１回》：このシグニがアタックしたとき、あなたのエナゾーンからシグニ１枚を手札に加える。そうした場合、手札からカードを１枚エナゾーンに置く。,-
WX22-030,コードイート　ヒシモチ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-030.jpg,シグニ,精械：調理,緑,1,-,-,-,1000,メル限定,-,-,0,-,-,1,【出】：あなたのデッキの上からカードを３枚見る。その中から《アクセアイコン》を持つシグニ１枚を公開し手札に加える。残りを好きな順番でデッキの一番下に置く。,：カードを１枚引く。
WX22-031,彷徨変異の中悪　シユラギ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-031.jpg,シグニ,精像：悪魔,黒,2,-,-,-,5000,アルフォウ限定,-,-,0,-,-,1,【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、あなたのトラッシュにカード名に《サユラギ》を含むカードがある場合、ターン終了時まで、それのパワーをすべてのプレイヤーのトラッシュにあるカード４枚につき－1000する。【出】：各プレイヤーは自分のデッキの上からカードを３枚トラッシュに置く。,：カードを１枚引く。
WX22-032,ドライ＝ヒュドラ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-032.jpg,シグニ,精武：毒牙,黒,3,-,-,-,7000,-,-,-,0,-,-,1,【起】《ターン１回》他の＜毒牙＞のシグニ１体を場からトラッシュに置く：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－2000する。カードを１枚引く。,：どちらか１つを選ぶ。①カードを１枚引く。②【エナチャージ１】
WX22-033,コードアンチ　オイニッチ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-033.jpg,シグニ,精械：古代兵器,黒,1,-,-,-,1000,-,-,-,0,-,-,1,【出】：あなたのデッキの上からカードを３枚トラッシュに置く。その後、あなたのトラッシュに＜古代兵器＞のシグニが７種類以上ある場合、あなたのトラッシュからレベル４の＜古代兵器＞のシグニ１枚を対象とし、それを手札に加える。,：カードを１枚引く。
WX22-034,月光の狩猟　アルテミス,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-034.jpg,シグニ,精像：天使,白,2,-,-,-,5000,-,-,-,0,-,-,0,【出】《無》：あなたのトラッシュから＜天使＞のシグニ１枚を対象とし、それをこのシグニの下に置く。【常】：このシグニがバニッシュされる場合、代わりにこのシグニの下からカード１枚をトラッシュに置く。,-
WX22-035,鍛冶の名工　≡ヘパイス≡,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-035.jpg,シグニ,精像：天使,赤,1,-,-,-,2000,-,-,-,0,-,-,0,【出】：あなたのトラッシュから対象のレベル４以下の＜天使＞のシグニ１枚を対象のあなたの＜天使＞のシグニ１体の下に置く。,-
WX22-036,幻竜　ピュートン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-036.jpg,シグニ,精生：龍獣,赤,2,-,-,-,3000,-,-,-,0,-,-,0,【自】：このカードがあなたの＜龍獣＞のシグニの効果によって手札から公開されたとき、あなたの手札から《幻竜　ピュートン》１枚を場に出してもよい。,-
WX22-037,伝達の朱鷺　§ヘルメス§,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-037.jpg,シグニ,精像：天使,青,2,-,-,-,3000,-,-,-,0,-,-,0,【出】：あなたの手札からそれぞれ異なる色を持つ＜天使＞のシグニを好きな枚数捨てる。この方法で捨てたシグニ１枚につきカードを１枚引く。,-
WX22-038,羅原　Ｍｃ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-038.jpg,シグニ,精羅：原子,青,2,-,-,-,3000,ミルルン限定,-,-,0,-,-,0,【出】：あなたのトラッシュに＜原子＞のシグニが７種類以上ある場合、あなたのデッキからコストの合計が２以上のスペル１枚を探して公開し手札に加え、デッキをシャッフルする。,-
WX22-039,羅原　Ｎｈ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-039.jpg,シグニ,精羅：原子,青,1,-,-,-,1000,-,-,-,0,-,-,1,【出】：あなたのデッキの一番上を公開する。それがレベル２以上の＜原子＞のシグニの場合、それを手札に加える。【起】《ダウン》手札からスペルを１枚捨てる：対戦相手のレベル２以下のシグニ１体を対象とし、それをバニッシュする。,：カードを１枚引く。
WX22-040,節句の踊火　ボンボリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-040.jpg,シグニ,精像：美巧,緑,2,-,-,-,2000,アン限定,-,-,0,-,-,0,【出】：あなたの場に白の＜美巧＞のシグニがある場合、あなたのデッキの一番上のカードをエナゾーンに置く。,-
WX22-041,催事の誘導　イベントポップ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-041.jpg,シグニ,精像：美巧,緑,1,-,-,-,1000,-,-,-,0,-,-,1,【出】：あなたのデッキの一番上を公開する。それがレベル２以上の＜美巧＞のシグニの場合、それを手札に加える。【起】《白》《ダウン》手札から＜美巧＞のシグニを１枚捨てる：この方法で捨てたシグニと同じレベルの対戦相手のシグニ１体を対象とし、それを手札に戻す。,：カードを１枚引く。
WX22-042,葡萄の松笠　＃デュオニソ＃,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-042.jpg,シグニ,精像：天使,緑,1,-,-,-,2000,-,-,-,0,-,-,0,【起】《ターン１回》《緑×0》：色１つを宣言する。ターン終了時まで、このシグニは色を失い、宣言した色を得る。,-
WX22-043,コードイート　クギニ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-043.jpg,シグニ,精械：調理,緑,1,-,-,-,2000,-,-,-,0,-,-,0,【出】：あなたの手札から《アクセアイコン》を持つシグニを２枚までエナゾーンに置く。この方法でカードを２枚エナゾーンに置いた場合、カードを１枚引く。【起】《緑×0》：あなたのシグニ１体を対象とし、このカードをエナゾーンからそれの【アクセ】にする。【常】：これにアクセされている＜調理＞のシグニはすべての色を得る。,-
WX22-044,幻竜　＃ラドーン＃,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-044.jpg,シグニ,精生：龍獣,緑,2,-,-,-,5000,ユヅキ限定,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、あなたのシグニ１体を対象とし、あなたの手札から＜龍獣＞のシグニを１枚公開してもよい。そうした場合、ターン終了時まで、それのパワーを＋5000する。,-
WX22-045,不幸な豆拾い　ハイカブリ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-045.jpg,シグニ,精像：悪魔,黒,1,-,-,-,2000,アルフォウ限定,-,-,0,-,-,1,【自】《ターン１回》：いずれかのプレイヤーがリフレッシュしたとき、あなたのデッキの一番上のカードをエナゾーンに置きカードを１枚引く。,：カードを１枚引く。
WX22-046,水仙の柘榴　†ペルセポネ†,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-046.jpg,シグニ,精像：天使,黒,1,-,-,-,1000,-,-,-,0,-,-,0,【起】《ダウン》手札から＜天使＞のシグニを１枚捨てる：あなたのトラッシュから、この方法で捨てたシグニのレベル以下の＜天使＞のシグニ１枚を対象とし、それを手札に加える。,-
WX22-047,ツヴァイ＝ラボナ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-047.jpg,シグニ,精武：毒牙,黒,2,-,-,-,5000,-,-,-,0,-,-,0,【出】：表記されているパワーと異なるパワーの対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－5000する。,-
WX22-048,アイン＝バジリスク,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-048.jpg,シグニ,精武：毒牙,黒,1,-,-,-,2000,-,-,-,0,-,-,0,【出】：対戦相手のシグニ１体を対象とし、このシグニがトラッシュから場に出た場合、ターン終了時まで、それのパワーを－2000する。この効果によってそのシグニのパワーが０以下になった場合、このシグニをバニッシュする。,-
WX22-049,デス・ブロッサム,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-049.jpg,スペル,-,黒,-,-,《黒》×０,-,-,アルフォウ限定,-,-,0,-,-,0,あなたのシグニ１体を対象とし、それをバニッシュする。そうした場合、各プレイヤーは自分のデッキの上からカードを３枚トラッシュに置く。その後、あなたのトラッシュから無色ではないレベル１のシグニ１枚を対象とし、それを手札に加える。,-
WX22-050,エンジェル・アウェイク,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-050.jpg,スペル,-,無,-,-,《無》×１,-,-,-,-,-,0,-,-,0,あなたのデッキの上からカードを３枚公開する。その中からそれぞれ共通する色を持たないように好きな枚数の＜天使＞のシグニを選ぶ。選んだ中から好きな枚数をあなたのエナゾーンに置き、好きな枚数を手札に加える。残りをトラッシュに置く。,-
WX22-Re01,異国の黒船　ペリー,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re01.jpg,シグニ,精像：武勇,赤,1,-,-,-,1000,-,-,-,0,-,-,1,【自】《ターン２回》：《ライズアイコン》を持つあなたのシグニ１体が場に出たとき、ターン終了時まで、このシグニのパワーを＋4000する。【自】：このシグニがアタックしたとき、このシグニよりパワーの低い対戦相手のシグニ１体を対象とし、それをバニッシュする。,：カードを１枚引く。
WX22-Re02,コードイート　ウナドン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re02.jpg,シグニ,精械：調理,緑,2,-,-,-,5000,-,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、このシグニのパワーが10000以上の場合、あなたのデッキから《アクセアイコン》を持つカード１枚を探してエナゾーンに置き、デッキをシャッフルする。【出】《緑×0》：あなたのエナゾーンにある《アクセアイコン》を持つ＜調理＞のシグニ１枚を対象とし、それをこのシグニの【アクセ】にする。,-
WX22-Re03,ゴースト・パーティー,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re03.jpg,スペル,-,白,-,-,《白》×０,-,-,ドーナ限定,-,-,0,-,-,0,以下の２つから１つを選ぶ。①あなたの＜怪異＞のシグニ１体を対象とし、それをバニッシュする。そうした場合、あなたのデッキから＜怪異＞のシグニ１枚を探して公開し手札に加え、デッキをシャッフルする。②対象のあなたの＜怪異＞のシグニ２体を場からトラッシュに置く。この方法でシグニ２体をトラッシュに置いた場合、対象の対戦相手のシグニ１体を手札に戻す。,-
WX22-Re04,験英の応援　＃ウカロー＃,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re04.jpg,シグニ,精像：英知,緑,3,-,-,-,7000,-,-,-,0,-,-,1,【常】：このシグニが場に出たターンの間、このシグニは自身の【出】能力で選んだ能力を得る。【出】：以下の３つから１つを選ぶ。①「【常】：あなたの他の＜英知＞のシグニのパワーは対戦相手の効果によって減少しない。」②「【常】：あなたの他の＜英知＞のシグニは対戦相手の効果によって場から手札に移動しない。」③「【常】：あなたの他の＜英知＞のシグニは対戦相手の効果によってバニッシュされない。」,：どちらか１つを選ぶ。①カードを１枚引く。②【エナチャージ１】
WX22-Re05,羅菌　ニュウサ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re05.jpg,シグニ,精羅：微菌,黒,3,-,-,-,7000,ナナシ限定,-,-,0,-,-,0,【出】：ターン終了時まで、対戦相手の感染状態のすべてのシグニのパワーを－2000する。【起】このシグニを場からトラッシュに置く：ターン終了時まで、対戦相手の感染状態のすべてのシグニのパワーを－5000する。その後、対戦相手の場にあるすべての【ウィルス】を取り除く。,-
WX22-Re06,アンシエント・ウェーブ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX22/WX22-Re06.jpg,アーツ,-,黒,-,-,《黒》×１,-,-,ウムル限定,-,メインフェイズアタックフェイズスペルカットイン,0,-,-,0,あなたの黒のシグニを好きな数対象とし、それらを場からトラッシュに置く。その後、この方法でトラッシュに置いたシグニのレベルの合計が３以上の場合、対戦相手のシグニ１体を対象とし、それをバニッシュする。６以上の場合、カードを２枚引く。９以上の場合、対戦相手のライフクロス１枚をクラッシュする。１２以上の場合、あなたのトラッシュからシグニを３枚まで対象とし、それらを場に出す。,-
